player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0033455,Anthony Firkser,26,,,74,246,2021,,0.79,43,6.77,0.05,5.81,2.58,0.35,0,,,,,0.09188034188034189,0.07297139521307647,0.07170542635658915,0.196197628990974,0.1,0.08982035928143713,0.09090909090909091,0.09545454545454546,0.09272727272727274,0.6217948717948718,0.05888797589701451,4.57,,,0
00-0033528,Jeremy Sprinkle,23,5,10,77,255,2017,2018,0.67,3,4.33,0.33,6.67,1.00,0.33,0,,,,,0.03,0.020181634712411706,0.008771929824561403,0.061145307769929366,0.16666666666666666,0.02564102564102564,0.044444444444444446,0.09082181259600614,0.04531490015360983,0.13,0.03264074126070476,3.10,3.02,-0.03,0
00-0033528,Jeremy Sprinkle,24,5,10,77,255,2018,2019,0.56,9,4.56,0.11,6.44,2.33,0.33,0,,,,,0.06474820143884892,0.04136947218259629,0.0621301775147929,0.1302178799043504,0.2,0.06521739130434782,0.0784313725490196,0.12414605418138988,0.0786336866902238,0.2949640287769784,0.04765511582402323,3.02,3.74,0.24,0
00-0033528,Jeremy Sprinkle,25,5,10,77,255,2019,2020,0.65,40,6.03,0.03,6.45,2.28,0.33,0,,,,,0.08849557522123894,0.07624113475177305,0.06652046783625731,0.19373627063327684,0.058823529411764705,0.09090909090909091,0.0875,0.06911522434344414,0.0752902413024518,0.5331858407079646,0.05388531361060416,3.74,0.40,-0.89,0
00-0033528,Jeremy Sprinkle,26,5,10,77,255,2020,2021,0.33,3,2.00,0.00,2.00,1.00,0.00,0,,,,,0.034482758620689655,0.01125703564727955,0.012875536480686695,0.06072976644885812,0,0,0,0.007263922518159807,0.011622276029055691,0.06896551724137931,0.009399600516978027,0.40,3.05,6.63,0
00-0033528,Jeremy Sprinkle,27,5,10,77,255,2021,,1.00,3,10.33,0.00,4.00,6.33,0.67,0,,,,,0.046153846153846156,0.026030368763557483,0.10160427807486631,0.09005506424161522,0,0.07407407407407407,0.06060606060606061,0.029693486590038315,0.04750957854406131,0.47692307692307695,0.026674829456008395,3.05,,,0
00-0033559,Michael Roberts,23,4,19,77,265,2017,2018,0.57,7,6.57,0.00,6.86,1.71,0.29,0,,,,,0.037037037037037035,0.03088803088803089,0.016877637130801686,0.08026598026598027,0,0.028985507246376812,0.027777777777777776,0.015013054830287207,0.024020887728459533,0.24338624338624337,0.019766479727866135,1.72,5.29,2.08,1
00-0033559,Michael Roberts,24,4,19,77,265,2018,,0.45,20,5.00,0.15,6.45,1.15,0.25,0,,,,,0.07874015748031496,0.07579318448883667,0.023858921161825725,0.17874478381154177,0.3333333333333333,0.056179775280898875,0.08163265306122448,0.19635787806809182,0.11417260490894696,0.3937007874015748,0.0634365463086788,5.29,,,0
00-0033564,Jake Butt,23,5,1,78,250,2018,,0.62,13,6.54,0.00,7.46,3.38,0.31,0,,,,,0.12037037037037036,0.10923423423423423,0.1337386018237082,0.26794294294294296,0,0.125,0.11428571428571428,0.05720053835800808,0.09152086137281293,0.7870370370370371,0.06409758371532903,5.50,,,0
00-0033564,Jake Butt,25,5,1,78,250,2020,,0.50,4,1.25,0.00,1.75,0.50,0.00,0,,,,,0.038834951456310676,0.008073817762399077,0.007017543859649123,0.06471148139438528,0,0,0,0.00363901018922853,0.005822416302765648,0.04854368932038835,0.01064826646221995,0.83,,,0
00-0033576,Eric Saubert,24,5,30,77,253,2018,2019,0.56,9,5.33,0.00,5.33,1.44,0.22,0,,,,,0.04072398190045249,0.02917933130699088,0.01984732824427481,0.08442943789627144,0,0.02702702702702703,0.024691358024691357,0.015717092337917484,0.025147347740667975,0.2171945701357466,0.02055024324777722,1.96,2.05,0.05,0
00-0033576,Eric Saubert,25,5,30,77,253,2019,2020,0.67,3,7.00,0.00,3.00,6.00,0.33,0,,,,,0.04225352112676056,0.018404907975460124,0.09183673469387756,0.07810420807050894,,0.047619047619047616,0.047619047619047616,,,0.29577464788732394,0.0328367771904533,2.05,1.15,-0.44,0
00-0033576,Eric Saubert,26,5,30,77,253,2020,2021,0.75,4,4.00,0.00,3.25,1.75,0.00,0,,,,,0.022857142857142857,0.009052924791086351,0.019178082191780823,0.04152805411858337,0,0,0,0.008376963350785341,0.013403141361256546,0.09142857142857143,0.01539491298527443,1.15,2.67,1.32,1
00-0033576,Eric Saubert,27,5,30,77,253,2021,,0.67,12,3.92,0.08,3.33,2.42,0.17,0,,,,,0.05150214592274678,0.02044989775051125,0.03615960099750624,0.09361313708452917,0.08333333333333333,0.023255813953488372,0.030612244897959183,0.05499621856683683,0.03799394970693893,0.2017167381974249,0.029438619690815782,2.67,,,0
00-0033611,Ricky Seals-Jones,22,,,77,243,2017,2018,0.43,28,7.18,0.11,11.39,2.64,0.36,0,,,,,0.09859154929577464,0.11885245901639344,0.11077844311377245,0.24296929115677673,0.3,0.1111111111111111,0.13,0.20736301369863014,0.15178082191780823,0.7077464788732394,0.08736137267210714,6.26,4.95,-0.21,0
00-0033611,Ricky Seals-Jones,23,,,77,243,2018,2019,0.49,69,4.97,0.01,9.86,1.41,0.20,0,,,,,0.14967462039045554,0.18920422927100725,0.08003300330033003,0.3758753140024891,0.07142857142857142,0.10852713178294573,0.1048951048951049,0.0984199529903369,0.1146147819273962,0.7440347071583514,0.0807959982601131,4.95,6.54,0.32,1
00-0033611,Ricky Seals-Jones,24,,,77,243,2019,2020,0.64,22,10.41,0.18,11.50,4.32,0.45,0,,,,,0.07236842105263158,0.10807347287483982,0.08326029798422437,0.19501140987881924,0.36363636363636365,0.0970873786407767,0.12280701754385964,0.2353979665631514,0.1584549283192241,0.7532894736842105,0.07852495733788395,6.54,0.00,-1.00,0
00-0033611,Ricky Seals-Jones,25,,,77,243,2020,2021,0.00,1,0.00,0.00,7.00,0.00,0.00,0,,,,,0.038461538461538464,0.043478260869565216,0,0.09247491638795988,0,0,0,0,0,0,0,0.00,6.28,,0
00-0033611,Ricky Seals-Jones,26,,,77,243,2021,,0.61,49,5.53,0.04,5.47,3.10,0.29,0,,,,,0.1225,0.08789767136766152,0.11201179071481208,0.25406813709412923,0.16666666666666666,0.109375,0.11428571428571428,0.13438834463702587,0.11502135141924141,0.6775,0.07709816347934752,6.28,,,0
00-0033627,Jason Croom,24,,,77,246,2018,,0.63,35,7.40,0.03,7.63,3.91,0.29,0,,,,,0.09358288770053476,0.07483183856502242,0.12603495860165592,0.20023980240282008,0.125,0.10309278350515463,0.10476190476190476,0.11997891699955615,0.11696626719928985,0.6925133689839572,0.06669161476571062,4.16,,,0
00-0033627,Jason Croom,26,,,77,246,2020,,1.00,1,3.00,1.00,3.00,0.00,1.00,0,,,,,0.025,0.008130081300813009,0,0.044004065040650416,0.5,0.1,0.16666666666666666,0.25704225352112675,0.11126760563380282,0.075,0.07141459596947759,7.30,,,0
00-0033658,Blake Jarwin,24,,,77,260,2018,2019,0.75,36,8.53,0.08,8.25,3.06,0.44,0,,,,,0.08845208845208845,0.09674267100977199,0.07633587786259542,0.21007226948595026,0.16666666666666666,0.11267605633802817,0.11875,0.13463680926916222,0.11541889483065954,0.7542997542997543,0.07365389480238962,5.41,5.70,0.05,0
00-0033658,Blake Jarwin,25,,,77,260,2019,2020,0.76,41,8.90,0.07,8.02,3.83,0.41,0,,,,,0.07414104882459313,0.06457311089303239,0.08986834573554665,0.1628700619513156,0.10714285714285714,0.08095238095238096,0.08403361344537816,0.09468429182891899,0.08720915264055612,0.6600361663652803,0.055391432791728215,5.70,2.20,-0.61,0
00-0033658,Blake Jarwin,26,,,77,260,2020,2021,1.00,1,12.00,0.00,12.00,0.00,1.00,0,,,,,0.02564102564102564,0.04240282685512368,0,0.0723837999456374,0,0.07142857142857142,0.06666666666666667,0.022556390977443608,0.03609022556390978,0.3076923076923077,0.023954703832752614,2.20,4.08,0.85,1
00-0033658,Blake Jarwin,27,,,77,260,2021,,0.65,17,5.65,0.12,7.53,2.24,0.29,0,,,,,0.06719367588932806,0.06277587052476705,0.038657171922685654,0.15101121025380573,0.1,0.04424778761061947,0.05263157894736842,0.07205882352941177,0.055294117647058834,0.3794466403162055,0.039802695839031066,4.08,,,0
00-0033696,Sean Culkin,25,,,77,255,2018,2019,1.00,1,24.00,0.00,24.00,0.00,1.00,0,,,,,0.03125,0.18045112781954886,0,0.1912359022556391,0,0.058823529411764705,0.05,0.04633204633204633,0.07413127413127413,0.75,0.026550054661877247,3.40,1.10,-0.68,0
00-0033696,Sean Culkin,26,,,77,255,2019,,0.50,2,6.00,0.00,9.50,0.00,0.50,0,,,,,0.025974025974025976,0.026573426573426574,0,0.06021978021978022,0,0.030303030303030304,0.02702702702702703,0.009448818897637795,0.015118110236220473,0.15584415584415584,0.010779029887310143,1.10,,,0
00-0033720,Colin Thompson,27,,,76,255,2020,2021,0.50,2,3.50,0.50,3.00,0.00,0.50,0,,,,,0.03636363636363636,0.014423076923076924,0,0.06608391608391609,0.3333333333333333,0.0625,0.10526315789473684,0.17737003058103976,0.0837920489296636,0.12727272727272726,0.05461767626613705,3.85,0.00,-1.00,0
00-0033720,Colin Thompson,28,,,76,255,2021,,0.00,1,0.00,0.00,5.00,0.00,0.00,0,,,,,0.02564102564102564,0.017241379310344827,0,0.052254641909814326,,0,0,,,0,0,0.00,,,0
00-0033742,Tyrone Swoopes,24,,,76,254,2018,2019,1.00,1,23.00,0.00,8.00,15.00,1.00,0,,,,,0.043478260869565216,0.03571428571428571,0.17045454545454544,0.09378881987577639,0,0.09090909090909091,0.07142857142857142,0.0518018018018018,0.08288288288288288,1,0.03603406857392444,3.30,1.50,-0.55,0
00-0033742,Tyrone Swoopes,25,,,76,254,2019,,1.00,1,5.00,0.00,-2.00,7.00,0.00,0,,,,,0.025,-0.00749063670411985,0.08235294117647059,0.031507490636704126,0,0,0,0.01072961373390558,0.017167381974248927,0.125,0.015605493133583021,1.50,,,0
00-0033757,Robert Tonyan,24,,,77,237,2018,2019,0.67,6,12.83,0.17,13.83,1.67,0.50,0,,,,,0.02926829268292683,0.045704845814977975,0.015015015015015015,0.08046631567637264,0.16666666666666666,0.04918032786885246,0.05970149253731343,0.10986675855731678,0.07578681369170687,0.375609756097561,0.03737015454775779,3.54,2.89,-0.18,0
00-0033757,Robert Tonyan,25,,,77,237,2019,2020,0.67,15,6.67,0.07,10.53,1.73,0.27,0,,,,,0.045180722891566265,0.05305574210879785,0.024096385542168676,0.11021567802438767,0.07692307692307693,0.039603960396039604,0.043859649122807015,0.06138680210207033,0.05206503720946637,0.30120481927710846,0.033486167636906906,2.89,10.39,2.60,1
00-0033757,Robert Tonyan,26,,,77,237,2020,2021,0.88,59,9.93,0.19,7.75,3.78,0.56,0,,,,,0.12240663900414937,0.12206196581196581,0.10654562828475872,0.2812595311557967,0.25,0.1658291457286432,0.18106995884773663,0.1994599745870394,0.169135959339263,1.2157676348547717,0.11017530725559922,10.39,6.30,-0.39,0
00-0033757,Robert Tonyan,27,,,77,237,2021,,0.62,29,7.03,0.07,8.83,3.79,0.34,0,,,,,0.10943396226415095,0.11678832116788321,0.10869565217391304,0.257581600330533,0.11764705882352941,0.0970873786407767,0.1,0.11081129699586256,0.10670983989926246,0.769811320754717,0.06930883687670177,6.30,,,0
00-0024276,Tony Scheffler,23,2,29,77,255,2006,2007,1.00,18,15.89,0.22,12.11,3.78,0.83,1,3.00,0.00,0.00,-0.11,0.08571428571428572,0.09762651141961487,0.12431444241316271,0.20667263770712047,0.36363636363636365,0.20833333333333334,0.2289156626506024,0.28259337561663145,0.23396758280479213,1.361904761904762,0.12887160098880324,8.86,10.99,0.24,0
00-0024276,Tony Scheffler,24,2,29,77,255,2007,2008,1.00,49,11.20,0.10,7.08,4.12,0.59,0,,,,,0.12280701754385964,0.10836976889444097,0.16489795918367348,0.27090634143134223,0.29411764705882354,0.20863309352517986,0.21794871794871795,0.24395257573555368,0.21385353294159176,1.3759398496240602,0.13737866100070825,10.99,10.95,0.00,0
00-0024276,Tony Scheffler,25,2,29,77,255,2008,2009,1.00,40,16.13,0.08,10.08,6.05,0.70,1,-1.00,0.00,0.00,-0.67,0.08316008316008316,0.09232531500572738,0.16805555555555557,0.19860037674470665,0.15789473684210525,0.15819209039548024,0.15816326530612246,0.16749761553802134,0.17325934275557098,1.340956340956341,0.10036009602560683,10.95,5.64,-0.48,0
00-0024276,Tony Scheffler,26,2,29,77,255,2009,2010,0.62,50,8.32,0.04,9.30,3.46,0.38,0,,,,,0.099601593625498,0.13478260869565217,0.0956858407079646,0.25722847739476873,0.1,0.11515151515151516,0.11351351351351352,0.11128461991750148,0.11805539186800237,0.8286852589641435,0.07202084007287216,5.64,5.79,0.03,0
00-0024276,Tony Scheffler,27,2,29,77,255,2010,2011,0.63,72,5.25,0.01,7.32,2.07,0.33,0,,,,,0.12265758091993186,0.1268046198267565,0.07321867321867322,0.285430067241303,0.04,0.12903225806451613,0.11848341232227488,0.07086114101184068,0.08937782561894511,0.6439522998296422,0.06683915480810694,5.79,6.20,0.07,0
00-0024276,Tony Scheffler,28,2,29,77,255,2011,2012,0.60,43,8.07,0.14,11.30,1.12,0.47,1,5.00,0.00,0.00,0.18,0.0698051948051948,0.094921875,0.022988505747126436,0.18064529220779219,0.15384615384615385,0.08695652173913043,0.09665427509293681,0.11323534146891201,0.08886885404256689,0.5633116883116883,0.0612489349353552,6.20,6.56,0.06,0
00-0024276,Tony Scheffler,29,2,29,77,255,2012,2013,0.49,85,5.93,0.01,12.74,1.38,0.33,0,,,,,0.12408759124087591,0.1791563275434243,0.06046511627906977,0.3294564488960533,0.05263157894736842,0.11244979919678715,0.10820895522388059,0.08005859177694716,0.09651479947469442,0.7357664233576642,0.06863552027677414,6.56,3.80,-0.42,0
00-0024276,Tony Scheffler,30,2,29,77,255,2013,,0.58,12,6.83,0.00,9.08,2.33,0.33,0,,,,,0.075,0.09144295302013423,0.042488619119878605,0.1856543624161074,0,0.06779661016949153,0.06153846153846154,0.03290529695024077,0.05264847512038523,0.5125,0.03865323975180551,3.80,,,0
00-0033798,Mason Schreck,27,7,33,77,252,2020,,0.00,1,0.00,0.00,2.00,0.00,0.00,0,,,,,0.037037037037037035,0.012345679012345678,0,0.0654320987654321,0,0,0,0,0,0,0,0.00,,,0
00-0024301,Dave Thomas,23,3,22,75,248,2006,2007,1.00,11,14.45,0.09,5.82,8.64,0.45,0,,,,,0.0658682634730539,0.05446808510638298,0.16295025728987994,0.14237686329468724,0.1,0.08064516129032258,0.08333333333333333,0.12162162162162163,0.1345945945945946,0.9520958083832335,0.07414919990984901,6.58,1.90,-0.71,0
00-0024301,Dave Thomas,24,3,22,75,248,2007,2008,1.00,1,9.00,0.00,6.00,3.00,1.00,0,,,,,0.034482758620689655,0.029411764705882353,0.024193548387096774,0.07525354969574036,0,0.07142857142857142,0.05555555555555555,0.014469453376205787,0.023151125401929262,0.3103448275862069,0.014815970056144727,1.90,2.61,0.37,0
00-0024301,Dave Thomas,25,3,22,75,248,2008,2009,0.90,10,9.30,0.00,7.30,4.40,0.50,0,,,,,0.04310344827586207,0.044055522027761015,0.05562579013906448,0.09989959003600192,0,0.07352941176470588,0.07042253521126761,0.033453237410071945,0.053525179856115115,0.40086206896551724,0.03994760969220694,2.61,5.47,1.10,1
00-0024301,Dave Thomas,26,3,22,75,248,2009,2010,0.71,49,7.27,0.02,5.73,3.82,0.37,0,,,,,0.1163895486935867,0.08390564347566437,0.11665626949469744,0.24170883782091154,0.034482758620689655,0.10404624277456648,0.09405940594059406,0.06785269577323934,0.08787465806476916,0.8456057007125891,0.05970940384135694,5.47,4.92,-0.10,0
00-0024301,Dave Thomas,27,3,22,75,248,2010,2011,0.65,46,4.76,0.04,4.72,2.87,0.24,0,,,,,0.09465020576131687,0.058983419407447675,0.08178438661710037,0.18916204416793345,0.07692307692307693,0.06111111111111111,0.06310679611650485,0.06908234383066598,0.06437790397521942,0.4506172839506173,0.05188625623203469,4.92,1.32,-0.73,0
00-0024301,Dave Thomas,28,3,22,75,248,2011,2012,0.56,9,1.78,0.00,3.56,1.44,0.00,0,,,,,0.0430622009569378,0.02151983860121049,0.017857142857142856,0.08180917231637509,0,0,0,0.004881025015253203,0.007809640024405125,0.07655502392344497,0.011360506747452492,1.32,6.23,3.72,1
00-0024301,Dave Thomas,29,3,22,75,248,2012,,0.65,17,5.06,0.24,3.88,2.53,0.35,0,,,,,0.052307692307692305,0.027836355967946015,0.039925719591457756,0.10073062323589527,0.19047619047619047,0.046875,0.06711409395973154,0.11239006970957509,0.06553839724960586,0.26461538461538464,0.05108496977082064,6.23,,,0
00-0033858,Jonnu Smith,22,3,36,75,248,2017,2018,0.60,30,5.23,0.07,6.67,3.20,0.17,0,,,,,0.07142857142857142,0.055279159756771695,0.0852575488454707,0.1513661849482745,0.15384615384615385,0.03759398496240601,0.04794520547945205,0.10367835981332914,0.07357768339363432,0.3738095238095238,0.04494669341830914,3.05,5.80,0.90,1
00-0033858,Jonnu Smith,23,3,36,75,248,2018,2019,0.67,30,8.60,0.10,5.17,6.00,0.33,0,,,,,0.0949367088607595,0.06339468302658487,0.15100671140939598,0.19312080971240714,0.25,0.08547008547008547,0.10077519379844961,0.17804276315789475,0.13486842105263158,0.8164556962025317,0.07745726495726496,5.80,6.54,0.13,0
00-0033858,Jonnu Smith,24,3,36,75,248,2019,2020,0.80,44,9.98,0.07,5.25,6.20,0.36,4,19.50,0.00,0.50,1.17,0.10476190476190476,0.0616,0.1546742209631728,0.20642285714285713,0.10714285714285714,0.09411764705882353,0.09595959595959595,0.11130420079657323,0.11380100698880288,1.0452380952380953,0.07499033075964417,6.54,9.35,0.43,1
00-0033858,Jonnu Smith,25,3,36,75,248,2020,2021,0.63,65,6.89,0.12,5.54,3.66,0.38,2,2.00,0.50,0.50,-0.11,0.15550239234449761,0.1052939455981281,0.1860828772478499,0.31748874499524893,0.27586206896551724,0.14204545454545456,0.16097560975609757,0.20758277577629097,0.1666151998627552,1.0717703349282297,0.10232530982235391,9.35,4.81,-0.49,0
00-0033858,Jonnu Smith,26,3,36,75,248,2021,,0.62,45,6.53,0.02,5.53,5.16,0.33,9,4.44,0.00,0.22,0.02,0.09433962264150944,0.06561264822134387,0.13410404624277455,0.19399955253933926,0.05,0.09202453987730061,0.08743169398907104,0.06505449591280654,0.07408719346049047,0.6163522012578616,0.05154481492811258,4.81,,,0
00-0024369,Jeff King,23,5,23,75,260,2006,2007,1.00,1,1.00,1.00,1.00,0.00,1.00,0,,,,,0.14285714285714285,0.008928571428571428,0,0.22142857142857142,1,1,1,0.515625,0.225,0.14285714285714285,0.19303969548667751,7.10,6.44,-0.09,0
00-0024369,Jeff King,24,5,23,75,260,2007,2008,0.87,53,7.66,0.04,5.81,2.51,0.47,0,,,,,0.1111111111111111,0.07934054611025244,0.1115771812080537,0.2301391035548686,0.1111111111111111,0.18796992481203006,0.17880794701986755,0.12950819672131147,0.1405464480874317,0.8511530398322851,0.09627267291209887,6.44,3.58,-0.44,0
00-0024369,Jeff King,25,5,23,75,260,2008,2009,1.00,21,9.29,0.05,5.48,3.81,0.38,0,,,,,0.06086956521739131,0.035526722273710225,0.08376963350785341,0.11972572564505514,0.09090909090909091,0.06779661016949153,0.06976744186046512,0.08343662570386373,0.07895314658072741,0.5652173913043478,0.04847385539154366,3.58,4.20,0.17,0
00-0024369,Jeff King,26,5,23,75,260,2009,2010,0.76,33,6.06,0.09,6.09,2.09,0.36,0,,,,,0.0765661252900232,0.05327325735489001,0.0563265306122449,0.1574677938189468,0.1875,0.0821917808219178,0.09259259259259259,0.12776360544217688,0.091921768707483,0.46403712296983757,0.05585601560422023,4.20,3.08,-0.27,0
00-0024369,Jeff King,27,5,23,75,260,2010,2011,0.59,32,3.78,0.06,4.84,1.06,0.25,0,,,,,0.07655502392344497,0.05185680829708933,0.029488291413703384,0.1563179825228389,0.2857142857142857,0.07766990291262135,0.09090909090909091,0.1701093951093951,0.10074646074646074,0.2894736842105263,0.05923584387025838,3.08,5.55,0.80,1
00-0024369,Jeff King,28,5,23,75,260,2011,2012,0.79,34,7.97,0.09,6.32,3.79,0.38,0,,,,,0.07538802660753881,0.053803803803803806,0.09052631578947369,0.15612508295435126,0.16666666666666666,0.0896551724137931,0.09815950920245399,0.1244937221547185,0.0991899554475496,0.6008869179600886,0.06750430679349863,5.55,2.72,-0.51,0
00-0024369,Jeff King,29,5,23,75,260,2012,,0.59,29,4.45,0.00,4.55,2.10,0.21,0,,,,,0.06473214285714286,0.03656509695290859,0.05992141453831041,0.12635029184804117,0,0.044444444444444446,0.041666666666666664,0.02383592017738359,0.03813747228381375,0.28794642857142855,0.03703520202145316,2.72,,,0
00-0033879,O.J. Howard,23,1,19,78,251,2017,2018,0.67,39,11.08,0.15,11.69,3.90,0.49,0,,,,,0.07910750507099391,0.09317531671434409,0.11550151975683891,0.19320151097796617,0.2608695652173913,0.095,0.11210762331838565,0.1889713679745493,0.14583244962884412,0.8762677484787018,0.08569009314140559,7.78,12.05,0.55,1
00-0033879,O.J. Howard,24,1,19,78,251,2018,2019,0.71,48,11.77,0.10,11.81,4.35,0.58,0,,,,,0.11678832116788321,0.128951557880373,0.16613672496025436,0.27834372805612323,0.2,0.14893617021276595,0.15492957746478872,0.1754137746930059,0.16066203950880942,1.3746958637469586,0.10645440571055002,12.05,6.99,-0.42,0
00-0033879,O.J. Howard,25,1,19,78,251,2019,2020,0.64,53,8.66,0.02,9.96,2.83,0.43,0,,,,,0.10728744939271255,0.1051792828685259,0.09416195856873823,0.24507460038388956,0.038461538461538464,0.12041884816753927,0.11059907834101383,0.07545320921117099,0.09764821166095053,0.9291497975708503,0.06666772614582671,6.99,9.40,0.34,1
00-0033879,O.J. Howard,26,1,19,78,251,2020,2021,0.58,19,7.68,0.11,11.89,0.89,0.42,0,,,,,0.12258064516129032,0.17823343848580442,0.04047619047619048,0.32645771853057903,0.18181818181818182,0.1509433962264151,0.15625,0.15597147950089127,0.14046345811051694,0.9419354838709677,0.089272994919037,9.40,3.05,-0.68,0
00-0033879,O.J. Howard,27,1,19,78,251,2021,,0.67,21,6.43,0.05,6.48,3.95,0.48,0,,,,,0.05303030303030303,0.04124962086745526,0.059755219582433405,0.11254515123941874,0.043478260869565216,0.06711409395973154,0.06395348837209303,0.04534878415986131,0.04647109813403896,0.3409090909090909,0.033012732074579214,3.05,,,0
00-0033881,Evan Engram,23,1,23,75,240,2017,2018,0.56,115,6.28,0.05,8.53,2.66,0.32,1,14.00,0.00,1.00,1.00,0.19827586206896552,0.2321344060577378,0.18658536585365854,0.48312131794963853,0.3157894736842105,0.21637426900584794,0.22631578947368422,0.2596422002017445,0.22595383611226488,1.2448275862068965,0.14855128270952062,11.57,11.48,-0.01,0
00-0033881,Evan Engram,24,1,23,75,240,2018,2019,0.70,64,9.02,0.05,5.30,6.06,0.34,3,12.00,0.00,1.00,1.39,0.16452442159383032,0.11961891319689485,0.2559366754617414,0.3424817629482614,0.1875,0.16058394160583941,0.16339869281045752,0.19088804713804713,0.19292087542087544,1.4832904884318765,0.12733138421211815,11.48,13.68,0.19,0
00-0033881,Evan Engram,25,1,23,75,240,2019,2020,0.65,68,6.87,0.04,5.84,3.71,0.34,3,2.33,0.00,0.00,-0.20,0.21587301587301588,0.16610878661087866,0.25326633165829143,0.45669655309822677,0.25,0.22549019607843138,0.22807017543859648,0.23774746499275712,0.2303959439884114,1.4825396825396826,0.15438022126890946,13.68,8.81,-0.36,0
00-0033881,Evan Engram,26,1,23,75,240,2020,2021,0.58,109,6.00,0.01,7.20,2.63,0.29,6,4.33,0.17,0.17,0.18,0.21083172147001933,0.19669255825607618,0.22705696202531644,0.47360162880989,0.08333333333333333,0.1797752808988764,0.1736842105263158,0.1396882494004796,0.17350119904076738,1.264990328820116,0.12490698416073136,8.81,6.83,-0.22,0
00-0033881,Evan Engram,27,1,23,75,240,2021,,0.63,73,5.59,0.04,5.01,2.53,0.29,1,-3.00,0.00,0.00,-1.52,0.13931297709923665,0.09886547811993517,0.12276045122760451,0.2880618481448031,0.23076923076923078,0.14189189189189189,0.14906832298136646,0.1846075539662238,0.1569105478844196,0.7786259541984732,0.10415819852044549,6.83,,,0
00-0033885,David Njoku,21,1,29,76,246,2017,2018,0.53,60,6.43,0.07,10.15,2.52,0.28,1,1.00,0.00,0.00,-0.40,0.10452961672473868,0.11738627602158828,0.08663224325874928,0.25070344590437865,0.26666666666666666,0.10828025477707007,0.12209302325581395,0.18789934973141081,0.1406389595702573,0.6724738675958188,0.08466090936723346,5.92,9.59,0.62,1
00-0033885,David Njoku,22,1,29,76,246,2018,2019,0.64,88,7.26,0.05,8.66,3.48,0.31,0,,,,,0.16356877323420074,0.14747435649312948,0.17,0.3633326450458047,0.14814814814814814,0.15,0.1497584541062802,0.15236370896748255,0.15489304545908322,1.187732342007435,0.10189486206310543,9.59,5.03,-0.48,0
00-0033885,David Njoku,23,1,29,76,246,2019,2020,0.50,10,4.10,0.10,6.40,1.60,0.30,0,,,,,0.10309278350515463,0.07025246981339188,0.04081632653061224,0.21084115110844548,0.5,0.09375,0.11764705882352941,0.27556109725685785,0.14089775561097256,0.422680412371134,0.06534533494893544,5.03,4.02,-0.20,0
00-0033885,David Njoku,24,1,29,76,246,2020,2021,0.66,29,7.34,0.07,7.45,3.00,0.45,0,,,,,0.07733333333333334,0.06870229007633588,0.08285714285714285,0.1709618320610687,0.1111111111111111,0.09285714285714286,0.0949367088607595,0.09450946923514589,0.08454848410956678,0.568,0.05434556714742923,4.02,7.17,0.78,1
00-0033885,David Njoku,25,1,29,76,246,2021,,0.68,53,8.96,0.08,8.15,4.66,0.32,1,1.00,0.00,0.00,-0.51,0.11597374179431072,0.11461926240382064,0.15418227215980024,0.2656560226145226,0.2222222222222222,0.11038961038961038,0.12209302325581395,0.18572625405801654,0.16382867315949315,1.039387308533917,0.08958305581457306,7.17,,,0
00-0033895,Gerald Everett,23,2,12,75,240,2017,2018,0.50,32,7.63,0.06,8.91,3.38,0.22,1,13.00,0.00,1.00,1.08,0.07729468599033816,0.08633747349288094,0.06474820143884892,0.18501200777981197,0.1,0.04895104895104895,0.05521472392638037,0.08818466353677622,0.08109546165884195,0.5893719806763285,0.04613188185955207,3.69,4.81,0.30,1
00-0033895,Gerald Everett,24,2,12,75,240,2018,2019,0.66,50,6.40,0.06,6.08,2.88,0.34,2,8.00,0.00,0.50,0.40,0.09345794392523364,0.06643356643356643,0.0698012603005332,0.19333376903470362,0.1,0.07623318385650224,0.07905138339920949,0.08557927507227041,0.07692684011563265,0.5981308411214953,0.053699432001389,4.81,7.48,0.56,1
00-0033895,Gerald Everett,25,2,12,75,240,2019,2020,0.62,60,6.80,0.03,8.12,2.97,0.37,1,0.00,0.00,0.00,-1.56,0.13100436681222707,0.1330237639989074,0.1119496855345912,0.3029255614174665,0.15384615384615385,0.14473684210526316,0.14545454545454545,0.13798263992816523,0.12846453157737203,0.8908296943231441,0.08653419931774818,7.48,5.46,-0.27,0
00-0033895,Gerald Everett,26,2,12,75,240,2020,2021,0.66,62,6.73,0.02,6.21,3.92,0.39,1,2.00,1.00,1.00,0.88,0.11012433392539965,0.10360602798708289,0.11376404494382023,0.2480713232777658,0.058823529411764705,0.12698412698412698,0.12135922330097088,0.0826548699152797,0.0969536742173887,0.7406749555950266,0.0697164813063773,5.46,7.85,0.44,1
