player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0026153,Jonathan Stewart,30,1,13,70,245,2017,2018,0.53,15,3.47,0.07,-1.13,4.60,0.13,198,3.43,0.03,0.21,0.03,0.00,0.044287548138639284,0.044706052874110176,0.047619047619047616,0.012658227848101266,0.01675977653631285,0.03209241645049227,0.022776437749359064,0.11134903640256959,0.0978329827373201,7.33,0.57,-0.92,0
00-0026153,Jonathan Stewart,31,1,13,70,245,2018,,0,0,0,0,0,0,0,6,2.83,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.006607073455110766,0.57,,,0
00-0026164,Chris Johnson,23,1,24,71,203,2008,2009,1.00,43,6.05,0.02,0.30,5.74,0.26,251,4.89,0.04,0.22,0.10,0.00,0.19117647058823528,0.15031407741105524,0.07692307692307693,0.07971014492753623,0.07947019867549669,0.08415573881303232,0.08849533594700555,0.5949656750572082,0.22373488580385134,15.61,24.56,0.57,1
00-0026164,Chris Johnson,24,1,24,71,203,2009,2010,0.70,71,7.08,0.03,-0.07,7.63,0.25,358,5.60,0.04,0.22,0.15,0.00,0.4124809741248097,0.22279297426495442,0.125,0.11688311688311688,0.11764705882352941,0.14352448453608246,0.15463917525773196,1.0567226890756303,0.3316283466693677,24.56,17.06,-0.31,0
00-0026164,Chris Johnson,25,1,24,71,203,2010,2011,0.77,57,4.30,0.02,0.47,4.35,0.16,316,4.32,0.03,0.17,0.12,0.01,0.24124513618677043,0.18473897993332397,0.041666666666666664,0.05806451612903226,0.055865921787709494,0.05820368110636567,0.06812588977018508,0.5168776371308017,0.22998095430719187,17.06,14.09,-0.17,0
00-0026164,Chris Johnson,26,1,24,71,203,2011,2012,0.72,79,5.29,0.00,1.49,4.25,0.16,262,4.00,0.02,0.18,0.14,0.03,0.17721518987341772,0.22293216781185085,0,0.07027027027027027,0.06280193236714976,0.05081449063943593,0.0813031850230975,0.7157534246575342,0.17153245804871367,14.09,13.22,-0.06,0
00-0026164,Chris Johnson,27,1,24,71,203,2012,2013,0.73,49,4.73,0.00,0.49,4.55,0.14,276,4.50,0.02,0.16,0.09,0.01,0.15951359084406294,0.1401253281297187,0,0.04216867469879518,0.03825136612021858,0.03242941012021247,0.05188705619233996,0.42962962962962964,0.17780879039580322,13.22,15.01,0.14,0
00-0026164,Chris Johnson,28,1,24,71,203,2013,2014,0.81,52,6.63,0.08,-0.83,7.62,0.19,279,3.86,0.02,0.19,0.10,-0.01,0.23927492447129908,0.13917330338129388,0.18181818181818182,0.05813953488372093,0.07216494845360824,0.13740504778240628,0.11075716736094096,0.6472795497185742,0.18324687213915167,15.01,7.21,-0.52,0
00-0026164,Chris Johnson,29,1,24,71,203,2014,2015,0.71,34,4.44,0.03,0.47,4.29,0.26,155,4.28,0.01,0.14,0.07,0.00,0.09694555112881806,0.10551041374801531,0.0625,0.05844155844155844,0.058823529411764705,0.054799594510293204,0.05017935121646912,0.3032128514056225,0.10103840159700211,7.21,9.75,0.35,1
00-0026164,Chris Johnson,30,1,24,71,203,2015,2016,0.46,13,4.46,0.00,3.00,4.85,0.08,196,4.15,0.02,0.16,0.03,0.01,0.054310344827586204,0.05852734098945474,0,0.006172839506172839,0.005291005291005291,0.008664475649835674,0.01386316103973708,0.1518324607329843,0.09360156468287231,9.75,3.88,-0.60,0
00-0026164,Chris Johnson,31,1,24,71,203,2016,2017,0.00,1,0.00,0.00,2.00,0.00,0.00,25,3.80,0.04,0.20,0.01,0.00,0,0.009826943129862837,0,0,0,0,0,0,0.04223203095199172,3.88,5.18,0.34,0
00-0026164,Chris Johnson,32,1,24,71,203,2017,,0.83,6,7.17,0.00,3.33,5.00,0.33,45,2.53,0.00,0.07,0.03,0.01,0.06224066390041494,0.060005773377935515,0,0.03389830508474576,0.03125,0.016475095785440614,0.026360153256704984,0.24022346368715083,0.05796695603472417,5.18,,,0
00-0026184,Matt Forte,23,2,13,74,218,2008,2009,0.94,68,7.12,0.06,1.59,6.09,0.35,315,3.91,0.03,0.20,0.13,0.03,0.27655310621242485,0.21272976048673137,0.19047619047619047,0.15584415584415584,0.16,0.1700217787980458,0.15774913179115901,0.9132075471698113,0.25551169248268707,19.09,13.56,-0.29,0
00-0026184,Matt Forte,24,2,13,74,218,2009,2010,0.79,72,6.54,0.00,0.32,6.61,0.24,258,3.60,0.02,0.15,0.13,0.00,0.2975,0.19582514179698876,0,0.1,0.08629441624365482,0.06404677726407397,0.10247484362251835,0.8365896980461812,0.1714222517142225,13.56,14.70,0.08,0
00-0026184,Matt Forte,25,2,13,74,218,2010,2011,0.73,70,7.81,0.04,4.13,6.27,0.30,237,4.51,0.03,0.18,0.15,0.07,0.29622132253711203,0.2806858730863467,0.13043478260869565,0.12883435582822086,0.12903225806451613,0.1457296079661082,0.15490650318055577,1.1738197424892705,0.22747983974965183,14.70,18.39,0.25,1
00-0026184,Matt Forte,26,2,13,74,218,2011,2012,0.68,76,6.45,0.01,2.59,5.50,0.25,203,4.91,0.01,0.20,0.20,0.06,0.3782805429864253,0.34997094914205235,0.06666666666666667,0.1532258064516129,0.14388489208633093,0.12387287509238729,0.15819660014781967,1.303191489361702,0.24011576038470744,18.39,14.76,-0.20,0
00-0026184,Matt Forte,27,2,13,74,218,2012,2013,0.73,60,5.67,0.02,2.43,4.92,0.25,248,4.41,0.02,0.18,0.13,0.03,0.2576419213973799,0.22353021980642687,0.047619047619047616,0.09803921568627451,0.09195402298850575,0.07838416265382558,0.09684323167469236,0.748898678414097,0.19648562300319491,14.76,21.08,0.43,1
00-0026184,Matt Forte,28,2,13,74,218,2013,2014,0.79,94,6.32,0.03,0.96,5.48,0.24,289,4.63,0.03,0.26,0.16,0.02,0.29211571185479296,0.2578374313703273,0.09375,0.10697674418604651,0.10526315789473684,0.11361657303370787,0.12553651685393258,1.0259067357512954,0.21666238437821173,21.08,21.66,0.03,1
00-0026184,Matt Forte,29,2,13,74,218,2014,2015,0.78,130,6.22,0.03,0.42,6.06,0.22,266,3.90,0.02,0.24,0.21,0.01,0.36464599722350766,0.3300316442455699,0.13333333333333333,0.14432989690721648,0.14285714285714285,0.1667905824039653,0.1868649318463445,1.3267651888341543,0.24425651867512335,21.66,16.52,-0.24,0
00-0026184,Matt Forte,30,2,13,74,218,2015,2016,0.76,58,6.71,0.05,1.93,6.05,0.29,218,4.12,0.02,0.21,0.14,0.03,0.2498220640569395,0.2294794103364644,0.1875,0.12142857142857143,0.1282051282051282,0.1591281512605042,0.14210504201680674,0.9110070257611241,0.20782112089826735,16.52,13.11,-0.21,0
00-0026184,Matt Forte,31,2,13,74,218,2016,2017,0.70,43,6.12,0.02,-0.63,6.40,0.23,218,3.73,0.03,0.16,0.09,-0.01,0.18745739604635311,0.12498887262741787,0.07142857142857142,0.06711409395973154,0.06748466257668712,0.07557484952150001,0.07806261637725719,0.530241935483871,0.17565007749268124,13.11,10.03,-0.23,0
00-0026184,Matt Forte,32,2,13,74,218,2017,,0.82,45,6.51,0.02,1.84,5.60,0.29,103,3.70,0.02,0.12,0.12,0.03,0.22992700729927007,0.20339757988551554,0.0625,0.11711711711711711,0.11023622047244094,0.08852130570758404,0.10413408913213448,0.7855227882037533,0.13102337526661734,10.03,,,0
00-0026213,Jamaal Charles,22,3,10,71,199,2008,2009,1.00,27,10.07,0.04,-0.56,9.96,0.33,67,5.33,0.00,0.25,0.05,0.00,0.20089619118745333,0.07217199087633423,0.043478260869565216,0.055900621118012424,0.05434782608695652,0.06223942823108993,0.07349612864800477,0.5027726432532348,0.07625796601168348,5.74,15.58,1.71,1
00-0026213,Jamaal Charles,23,3,10,71,199,2009,2010,0.71,56,5.30,0.02,3.32,3.80,0.20,190,5.89,0.04,0.28,0.11,0.05,0.17809364548494983,0.20543359207581313,0.058823529411764705,0.0873015873015873,0.08391608391608392,0.0798876314631903,0.09252609269404567,0.5963855421686747,0.222724153705398,15.58,16.62,0.07,0
00-0026213,Jamaal Charles,24,3,10,71,199,2010,2011,0.70,64,7.31,0.05,2.08,6.48,0.33,230,6.38,0.02,0.30,0.13,0.03,0.2762982689747004,0.22941532475953744,0.1111111111111111,0.12574850299401197,0.12371134020618557,0.12893278979826486,0.13962579701055713,0.9852631578947368,0.21545806766527348,16.62,9.10,-0.45,0
00-0026213,Jamaal Charles,25,3,10,71,199,2011,2012,0.83,6,1.50,0.17,2.67,-0.33,0.33,12,6.92,0.00,0.25,0.10,0.03,-0.017543859649122806,0.17788890753482128,1,0.14285714285714285,0.2,0.5178571428571429,0.2285714285714286,0.15254237288135594,0.1932469738798046,9.10,14.97,0.65,1
00-0026213,Jamaal Charles,26,3,10,71,199,2012,2013,0.73,48,4.92,0.02,-0.69,5.31,0.23,285,5.29,0.02,0.22,0.10,-0.01,0.20222045995241872,0.14484253501833172,0.125,0.0763888888888889,0.07894736842105263,0.10267705141300647,0.08928328226081036,0.4968421052631579,0.2410232670477417,14.97,23.63,0.58,1
00-0026213,Jamaal Charles,27,3,10,71,199,2013,2014,0.67,104,6.66,0.07,1.31,6.32,0.31,259,4.97,0.05,0.28,0.20,0.04,0.3627829928216455,0.3344199766755848,0.30434782608695654,0.19047619047619047,0.20418848167539266,0.25526823021098793,0.22582047268540678,1.3430232558139534,0.2926058954669309,23.63,16.69,-0.29,0
00-0026213,Jamaal Charles,28,3,10,71,199,2014,2015,0.68,59,4.93,0.08,-0.53,5.32,0.25,206,5.01,0.04,0.24,0.13,-0.01,0.17861205915813425,0.18030823786142935,0.3125,0.08823529411764706,0.10752688172043011,0.20112970388648982,0.1343075262183837,0.6217948717948718,0.2152534213602916,16.69,20.22,0.21,1
00-0026213,Jamaal Charles,29,3,10,71,199,2015,2016,0.70,30,5.90,0.03,-0.53,6.83,0.33,71,5.13,0.06,0.30,0.17,-0.02,0.26417525773195877,0.2477364966849655,0.2,0.17857142857142858,0.18032786885245902,0.16855151045701006,0.14968241673121613,1.023121387283237,0.24265552995391704,20.22,4.47,-0.78,0
00-0026213,Jamaal Charles,30,3,10,71,199,2016,2017,0.67,3,4.67,0.00,-2.33,5.67,0.33,12,3.33,0.08,0.25,0.03,-0.01,0.05466237942122187,0.03824036975344768,0,0.02564102564102564,0.023255813953488372,0.009655172413793104,0.015448275862068967,0.14432989690721648,0.05159799768964189,4.47,5.63,0.26,1
00-0026213,Jamaal Charles,31,3,10,71,199,2017,2018,0.82,28,4.61,0.00,-0.82,5.68,0.21,69,4.29,0.01,0.23,0.06,-0.01,0.12045454545454545,0.0845243362297949,0,0.040268456375838924,0.036585365853658534,0.02179054054054054,0.03486486486486486,0.27388535031847133,0.07034180908711964,5.63,1.70,-0.70,0
00-0026213,Jamaal Charles,32,3,10,71,199,2018,,0.67,3,2.33,0.00,1.33,1.67,0.00,6,1.17,0.00,0.00,0.04,0.01,0.03164556962025317,0.07304342337793486,0,0,0,0.009562841530054645,0.015300546448087433,0.10294117647058823,0.029124550282679455,1.70,,,0
00-0026286,Jerome Felton,22,5,11,72,248,2008,2009,1.00,9,5.89,0.00,1.44,4.44,0.44,2,2.00,0.00,0.00,0.04,0.01,0.06191950464396285,0.06523070031357324,0,0.06557377049180328,0.058823529411764705,0.018275862068965518,0.02924137931034483,0.23873873873873874,0.032321899736147755,7.35,4.41,-0.40,0
00-0026286,Jerome Felton,23,5,11,72,248,2009,2010,0.76,17,7.82,0.00,3.18,5.06,0.29,15,3.07,0.00,0.47,0.04,0.01,0.06515151515151515,0.07078900384996276,0,0.03759398496240601,0.03424657534246575,0.024164244186046513,0.03866279069767442,0.3071593533487298,0.035307022555360036,4.41,1.73,-0.61,0
00-0026286,Jerome Felton,24,5,11,72,248,2010,2011,0.53,15,3.60,0.00,0.27,4.13,0.20,22,3.45,0.00,0.14,0.03,0.00,0.036470588235294116,0.04379914635147337,0,0.01875,0.016574585635359115,0.008458646616541353,0.013533834586466165,0.10305343511450382,0.01710355753996831,1.73,4.50,1.60,0
00-0026286,Jerome Felton,25,5,11,72,248,2011,,0.57,7,5.71,0.00,2.57,4.14,0.14,3,3.33,0.00,1.00,0.03,0.01,0.041968162083936326,0.05389371243201985,0,0.013333333333333334,0.011627906976744186,0.011514104778353483,0.018422567645365574,0.17937219730941703,0.014087152516904584,4.50,,,0
00-0026286,Jerome Felton,28,5,11,72,248,2014,2015,0.00,2,0.00,0.00,-1.00,0.00,0.00,4,6.75,0.00,0.50,0.01,0.00,0,0.01713801808711213,0,0,0,0,0,0,0.007605633802816902,0.90,2.40,1.67,0
00-0026286,Jerome Felton,29,5,11,72,248,2015,2016,0.50,2,6.00,0.00,2.00,4.00,0.00,1,2.00,0.00,1.00,0.03,0.01,0.04081632653061224,0.044359673024523164,0,0,0,0.01001669449081803,0.016026711185308847,0.16,0.010249402118209773,2.40,1.63,-0.32,0
00-0026286,Jerome Felton,30,5,11,72,248,2016,,0.67,9,6.33,0.00,3.44,3.78,0.44,8,1.63,0.00,0.63,0.03,0.01,0.044270833333333336,0.045718008220249406,0,0.03333333333333333,0.030534351145038167,0.012289780077619664,0.019663648124191465,0.16147308781869688,0.013419216317767043,1.63,,,0
00-0026289,Tim Hightower,22,5,14,72,220,2008,2009,0.97,34,6.76,0.00,0.82,6.21,0.32,143,2.79,0.07,0.24,0.05,0.01,0.09569160997732426,0.08570213752850683,0,0.047619047619047616,0.04198473282442748,0.023594583504308576,0.03775133360689373,0.36450079239302696,0.09884229613380166,7.80,11.42,0.46,1
00-0026289,Tim Hightower,23,5,14,72,220,2009,2010,0.79,80,5.35,0.00,-0.10,5.54,0.28,143,4.18,0.06,0.23,0.13,0.00,0.25028248587570623,0.20028298718482807,0,0.10185185185185185,0.09016393442622951,0.05089179548156956,0.0814268727705113,0.719327731092437,0.14291672459335464,11.42,8.14,-0.29,0
00-0026289,Tim Hightower,24,5,14,72,220,2010,2011,0.50,42,3.24,0.00,0.36,3.24,0.17,153,4.81,0.03,0.20,0.07,0.00,0.12734082397003746,0.11458083406193448,0,0.045454545454545456,0.04242424242424243,0.020833333333333332,0.03333333333333333,0.24242424242424243,0.13010112314640873,8.14,12.38,0.52,1
00-0026289,Tim Hightower,25,5,14,72,220,2011,,0.67,15,5.20,0.07,0.33,5.27,0.40,84,3.82,0.01,0.15,0.08,0.00,0.154296875,0.12759067357512954,0.14285714285714285,0.08823529411764706,0.09333333333333334,0.10218566922036953,0.07778278503830555,0.43333333333333335,0.15082111008235466,12.38,,,0
00-0026289,Tim Hightower,29,5,14,72,220,2015,2016,0.92,13,9.92,0.00,0.15,10.31,0.54,96,3.91,0.04,0.26,0.05,0.00,0.1642156862745098,0.08137334597841306,0,0.07446808510638298,0.06481481481481481,0.034326769558275676,0.05492283129324108,0.5330578512396694,0.1327882457812068,14.40,8.45,-0.41,0
00-0026289,Tim Hightower,30,5,14,72,220,2016,,0.85,26,7.69,0.04,-0.50,8.08,0.42,133,4.12,0.03,0.24,0.04,0.00,0.09421265141318977,0.06004759104275051,0.029411764705882353,0.044715447154471545,0.04285714285714286,0.03556964200243001,0.039264368380358614,0.32,0.07579561485307128,8.45,,,0
00-0026373,Justin Forsett,24,7,26,68,195,2009,2010,0.72,57,6.14,0.02,-0.93,7.12,0.21,114,5.43,0.04,0.25,0.09,-0.01,0.19547424169475205,0.13044103702675824,0.05,0.06521739130434782,0.06372549019607843,0.0714067886502254,0.08425086184036065,0.5747126436781609,0.1339480355902918,11.06,6.81,-0.38,0
00-0026373,Justin Forsett,25,7,26,68,195,2010,2011,0.65,51,4.94,0.00,1.78,4.51,0.18,118,4.43,0.02,0.21,0.09,0.02,0.15262110152621103,0.1564752068364903,0,0.05660377358490566,0.05202312138728324,0.035633484162895926,0.05701357466063348,0.4632352941176471,0.10620405049244,6.81,3.75,-0.45,0
00-0026373,Justin Forsett,26,7,26,68,195,2011,2012,0.68,34,3.76,0.00,-0.94,4.41,0.18,46,3.15,0.02,0.13,0.07,-0.01,0.10026737967914438,0.09463608137794247,0,0.0392156862745098,0.03571428571428571,0.018583042973286876,0.029732868757259,0.25147347740667975,0.04867042428853004,3.75,4.56,0.22,0
00-0026373,Justin Forsett,27,7,26,68,195,2012,2013,0.60,5,7.60,0.00,-2.40,8.60,0.40,63,5.94,0.02,0.22,0.01,0.00,0.034733441033925685,0.015671716148488644,0,0.014388489208633094,0.013071895424836602,0.006904069767441861,0.011046511627906978,0.09547738693467336,0.05037227317425596,4.56,5.26,0.15,0
00-0026373,Justin Forsett,28,7,26,68,195,2013,2014,0.94,16,5.13,0.00,-1.75,6.75,0.31,6,5.17,0.00,0.17,0.05,-0.01,0.1023696682464455,0.06886226321274581,0,0.05555555555555555,0.05319148936170213,0.02118863049095607,0.033901808785529716,0.27424749163879597,0.04891203273200669,5.26,13.72,1.61,1
00-0026373,Justin Forsett,29,7,26,68,195,2014,2015,0.75,59,4.46,0.00,-0.80,5.53,0.17,235,5.39,0.03,0.24,0.11,-0.01,0.1861793260993718,0.15161404560934144,0,0.05154639175257732,0.04524886877828054,0.03299046663321626,0.05278474661314602,0.4747292418772563,0.17028290825827275,13.72,12.24,-0.11,0
00-0026373,Justin Forsett,30,7,26,68,195,2015,2016,0.76,41,3.73,0.00,0.51,3.41,0.10,151,4.25,0.01,0.27,0.10,0.01,0.09395973154362416,0.15408979486517868,0,0.032520325203252036,0.029197080291970802,0.027439024390243903,0.04390243902439025,0.3695652173913043,0.13432540989003752,12.24,6.84,-0.44,0
00-0026373,Justin Forsett,31,7,26,68,195,2016,,0.74,27,3.15,0.00,0.26,3.70,0.15,87,3.34,0.01,0.11,0.08,0.00,0.09285051067780872,0.12116667742838079,0,0.03636363636363636,0.03305785123966942,0.018232518232518233,0.029172029172029174,0.25,0.08568169805547055,6.84,,,0
00-0026393,Marcel Reece,25,8,32,73,235,2010,2011,0.58,43,7.74,0.07,4.26,7.07,0.28,30,4.07,0.03,0.30,0.09,0.04,0.16926503340757237,0.16582783895428446,0.16666666666666666,0.07547169811320754,0.0847457627118644,0.13130221838087006,0.1100835494093921,0.6782077393075356,0.07202142734789854,6.61,8.70,0.32,0
00-0026393,Marcel Reece,26,8,32,73,235,2011,2012,0.75,36,8.36,0.06,4.19,5.75,0.36,17,6.59,0.00,0.41,0.10,0.04,0.173512154233026,0.18040259024605004,0.125,0.09219858156028368,0.09554140127388536,0.11160277324632953,0.10356443719412725,0.8269230769230769,0.08091350625193759,8.70,22.45,1.58,1
00-0026393,Marcel Reece,27,8,32,73,235,2012,2013,0.71,73,6.79,0.01,4.73,4.45,0.29,59,4.59,0.00,0.27,0.12,0.07,0.173982869379015,0.23662347412171458,0.045454545454545456,0.109375,0.102803738317757,0.08346692494378019,0.10627435263732105,0.8252911813643927,0.10622023152383056,22.45,13.97,-0.38,0
00-0026393,Marcel Reece,28,8,32,73,235,2013,2014,0.59,54,6.13,0.04,4.26,4.20,0.22,46,4.74,0.04,0.17,0.10,0.05,0.1317469529889727,0.20003591135420337,0.11764705882352941,0.07142857142857142,0.07567567567567568,0.104428379232652,0.09649717147812556,0.6377649325626205,0.09102161132192238,13.97,7.60,-0.46,0
00-0026393,Marcel Reece,29,8,32,73,235,2014,2015,0.63,59,4.49,0.02,2.98,3.42,0.20,21,4.05,0.00,0.24,0.10,0.04,0.13557046979865772,0.1773207725894951,0.045454545454545456,0.07272727272727272,0.06951871657754011,0.0630867000803035,0.07366599285575832,0.44093178036605657,0.06791656985576665,7.60,13.08,0.72,0
00-0026393,Marcel Reece,30,8,32,73,235,2015,2016,0.81,37,7.27,0.08,2.73,5.86,0.32,10,3.60,0.00,0.20,0.06,0.02,0.12435530085959885,0.11471623822762177,0.09090909090909091,0.06521739130434782,0.06912442396313365,0.07963497747487583,0.07287050941434678,0.47027972027972026,0.05676066522053507,13.08,4.77,-0.64,0
00-0026393,Marcel Reece,31,8,32,73,235,2016,,1.00,5,14.60,0.00,8.20,6.40,0.40,2,0.00,0.00,0.00,0.03,0.03,0.07785888077858881,0.07408752435519031,0,0.038461538461538464,0.03278688524590164,0.03261840929401251,0.05218945487042002,0.49324324324324326,0.038548630580116455,4.77,,,0
00-0026796,Arian Foster,23,8,32,73,227,2009,2010,0.89,9,10.33,0.00,2.56,8.22,0.44,54,4.76,0.06,0.28,0.06,0.02,0.13120567375886524,0.1056244350089029,0,0.06153846153846154,0.05555555555555555,0.03520060560181681,0.05632096896290689,0.6241610738255033,0.14438136256851997,14.75,24.50,0.66,1
00-0026796,Arian Foster,24,8,32,73,227,2010,2011,0.79,84,7.19,0.02,0.35,6.98,0.40,327,4.94,0.05,0.27,0.15,0.01,0.2947686116700201,0.224765818310357,0.08333333333333333,0.15315315315315314,0.14634146341463414,0.11077421815408084,0.12723874904652938,1.0522648083623694,0.2597746852220013,24.50,20.21,-0.18,1
00-0026796,Arian Foster,25,8,32,73,227,2011,2012,0.74,72,8.57,0.03,0.39,8.39,0.26,278,4.40,0.04,0.21,0.19,0.01,0.4415204678362573,0.29769585253456216,0.13333333333333333,0.14074074074074075,0.14,0.17510251903925014,0.20016403046280024,1.6586021505376345,0.29220090619878536,20.21,16.78,-0.17,0
00-0026796,Arian Foster,26,8,32,73,227,2012,2013,0.69,58,3.74,0.03,-0.79,4.72,0.17,351,4.06,0.04,0.22,0.10,-0.01,0.15332960268606602,0.14870449035328365,0.09090909090909091,0.04878048780487805,0.05286343612334802,0.07227115445108526,0.06108839257628186,0.3916967509025271,0.2091033680800698,16.78,15.50,-0.08,0
00-0026796,Arian Foster,27,8,32,73,227,2013,2014,0.63,35,5.23,0.03,-0.40,5.97,0.17,121,4.48,0.01,0.26,0.11,-0.01,0.24530516431924881,0.1626446067008441,0.08333333333333333,0.05309734513274336,0.056,0.08169291338582677,0.08070866141732284,0.5828025477707006,0.14909170857723913,15.50,21.04,0.36,1
00-0026796,Arian Foster,28,8,32,73,227,2014,2015,0.64,59,5.54,0.08,2.97,4.39,0.25,260,4.79,0.03,0.20,0.16,0.06,0.20425867507886436,0.2813367875647668,0.2631578947368421,0.11194029850746269,0.13071895424836602,0.1907966221239444,0.1473798585562058,0.872,0.26707941096050936,21.04,19.25,-0.09,1
00-0026796,Arian Foster,29,8,32,73,227,2015,2016,0.79,28,8.11,0.07,3.21,5.75,0.46,63,2.59,0.02,0.17,0.15,0.05,0.3888888888888889,0.2682386969902733,0.2,0.18840579710144928,0.189873417721519,0.18664122137404582,0.1786259541984733,1.2404371584699454,0.18394648829431437,19.25,4.83,-0.75,0
00-0026796,Arian Foster,30,8,32,73,227,2016,,0.60,10,7.80,0.00,3.90,6.80,0.20,22,2.50,0.00,0.09,0.08,0.03,0.14049586776859505,0.1417765440666204,0,0.044444444444444446,0.041666666666666664,0.037900874635568516,0.06064139941690963,0.5954198473282443,0.05357241991894743,4.83,,,0
00-0026855,Antone Smith,25,8,32,69,192,2010,,0.00,1,0.00,0.00,0.00,0.00,0.00,1,-3.00,0.00,0.00,0.03,0.00,0,0.038461538461538464,0,0,0,0,0,0,-0.0028511689792815056,-0.30,,,0
00-0026855,Antone Smith,28,8,32,69,192,2013,2014,0.67,3,3.33,0.00,15.33,1.67,0.00,5,29.00,0.40,0.80,0.02,0.04,0.009560229445506692,0.05447793210704135,0,0,0,0.004132231404958678,0.006611570247933885,0.05747126436781609,0.07070949185043145,7.38,9.70,0.31,0
00-0026855,Antone Smith,29,8,32,69,192,2014,2015,0.87,15,14.80,0.20,-0.33,15.53,0.33,23,6.26,0.09,0.26,0.04,0.00,0.1803405572755418,0.05712922248355319,0.17647058823529413,0.035211267605633804,0.050314465408805034,0.12708723671477692,0.0974572258024666,0.5766233766233766,0.08202266193133773,9.70,1.10,-0.89,0
00-0026855,Antone Smith,30,8,32,69,192,2015,2016,0,0,0,0,0,0,0,1,11.00,0.00,1.00,0.00,0.00,0,0,0,0,0,0,0,0,0.009981851179673321,1.10,5.47,3.97,0
00-0026855,Antone Smith,31,8,32,69,192,2016,,0.67,9,8.56,0.00,3.89,8.22,0.22,10,4.70,0.00,0.10,0.08,0.03,0.22560975609756098,0.14936856673298157,0,0.045454545454545456,0.03773584905660377,0.04904458598726115,0.07847133757961784,0.7,0.05030674846625766,5.47,,,0
00-0026932,Cedric Peerman,24,6,12,70,212,2010,2011,0.33,3,3.67,0.00,3.33,1.33,0.33,2,0.50,0.00,0.00,0.05,0.02,0.018691588785046728,0.0827008744431612,0,0.037037037037037035,0.03125,0.009581881533101045,0.015331010452961672,0.16666666666666666,0.011484652328252246,1.10,0.75,-0.32,0
00-0026932,Cedric Peerman,25,6,12,70,212,2011,2012,0.00,1,0.00,0.00,5.00,0.00,0.00,3,5.00,0.00,0.00,0.02,0.01,0,0.0364680737376436,0,0,0,0,0,0,0.011268028846153846,0.75,4.93,5.57,0
00-0026932,Cedric Peerman,26,6,12,70,212,2012,2013,1.00,9,9.44,0.00,1.22,8.22,0.67,36,7.17,0.03,0.28,0.03,0.00,0.07505070993914807,0.04467756113335246,0,0.0594059405940594,0.049586776859504134,0.01878868258178603,0.03006189213085765,0.2607361963190184,0.057253681423328845,4.93,0.85,-0.83,0
00-0026932,Cedric Peerman,27,6,12,70,212,2013,2014,0,0,0,0,0,0,0,8,2.13,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.006791307126877597,0.85,2.00,1.35,0
00-0026932,Cedric Peerman,28,6,12,70,212,2014,,0.60,5,5.40,0.00,0.60,4.80,0.20,15,2.87,0.00,0.13,0.03,0.00,0.04436229205175601,0.040924474270342195,0,0.018518518518518517,0.016129032258064516,0.011411665257819104,0.018258664412510568,0.14136125654450263,0.022659294842744492,2.00,,,0
00-0026932,Cedric Peerman,30,6,12,70,212,2016,,0.00,1,0.00,0.00,0.00,0.00,0.00,6,2.50,0.00,0.00,0.04,0.00,0,0.05357142857142857,0,0,0,0,0,0,0.01725327812284334,1.50,,,0
00-0027003,Donald Brown,22,1,27,70,205,2009,2010,0.79,14,12.07,0.00,3.29,8.86,0.50,78,3.60,0.04,0.18,0.04,0.01,0.09233060312732688,0.06412491294194764,0,0.04375,0.03825136612021858,0.027083333333333334,0.043333333333333335,0.43112244897959184,0.06904273185295765,5.29,8.52,0.61,1
00-0027003,Donald Brown,23,1,27,70,205,2010,2011,0.71,28,7.32,0.00,2.43,6.43,0.32,129,3.85,0.02,0.20,0.05,0.01,0.1148691767708998,0.08769216172955505,0,0.04522613065326633,0.039473684210526314,0.026994996049512773,0.04319199367922044,0.3720508166969147,0.07676245699950426,8.52,9.93,0.17,0
00-0027003,Donald Brown,24,1,27,70,205,2011,2012,0.84,19,4.53,0.00,-0.53,4.95,0.16,134,4.81,0.04,0.19,0.05,0.00,0.10467706013363029,0.06959762031782983,0,0.023255813953488372,0.02158273381294964,0.01790920449812578,0.028654727197001253,0.21772151898734177,0.1499357957549664,9.93,7.56,-0.24,0
00-0027003,Donald Brown,25,1,27,70,205,2012,2013,0.69,13,7.15,0.00,-0.85,7.62,0.15,108,3.86,0.01,0.19,0.03,0.00,0.08886894075403949,0.04336417324899561,0,0.0136986301369863,0.012269938650306749,0.014856230031948883,0.023769968051118213,0.21627906976744185,0.06980802792321117,7.56,8.83,0.17,0
00-0027003,Donald Brown,26,1,27,70,205,2013,2014,0.77,35,6.11,0.06,-1.09,6.74,0.29,102,5.26,0.06,0.20,0.06,-0.01,0.12298071912454403,0.0871425820487969,0.09523809523809523,0.054945054945054944,0.059113300492610835,0.07597092891210538,0.06441062911651148,0.3828264758497317,0.11440897588341108,8.83,6.03,-0.32,0
